filename,ctr,title,project,has_face,has_before_after,brightness,saturation,contrast,warm,title_hook,text_density,subject_prominence,medical_trust_signal,hook_strength,before_after_strength,emotional_tension,composition_clarity,thumbnail_legibility,ai_tags,ai_notes
ZSLB-11.jpg,18.35,沉浸式｜低山根矮塌鼻逆袭自然妈生鼻,注射鼻,是,是,70,60,75,50,80,30,85,70,75,90,60,80,85,医美 / 鼻部 / 注射 / 美容 / 逆袭 / 自然 / 低山根 / 效果对比,封面展示了明显的前后对比，吸引用户点击了解效果。
ZSLB-12.jpg,10.68,原来普通人变美这么简单~,注射鼻,是,是,75,60,70,50,80,30,85,60,75,80,65,70,90,医美 / 注射 / 鼻子 / 变美 / 普通人 / 简单 / 效果 / 前后对比,封面展示了明显的前后对比，吸引观众关注变美的简单性。
ZSLB-13.jpg,3.76,矮塌蒜头鼻2ml注射妈生鼻全程vlog,注射鼻,是,否,70,60,50,40,80,20,70,60,75,0,50,65,80,鼻部注射 / 整形 / 美容 / vlog / 医美 / 鼻子 / 效果 / 治疗,封面具有较强的标题吸引力和清晰的主题，适合吸引点击。
ZSLB-14.jpg,10.88,【实录】只需打起鼻小柱，拿捏鼻子高级感！,注射鼻,是,否,70,60,75,50,80,20,85,70,75,0,60,80,90,鼻子 / 注射 / 医美 / 美容 / 高级感 / 实录 / 效果 / 变美,封面展示了注射过程，强调了鼻部的变化和高级感，吸引点击。
ZSLB-15.jpg,3.29,重庆注射鼻｜低山根塌鼻子爆改实录,注射鼻,是,是,70,60,75,40,80,30,85,70,75,80,60,85,90,注射鼻 / 整形 / 美容 / 重庆 / 低山根 / 改造 / 实录 / 医美,封面展示了明显的面部特征和改造效果，标题吸引眼球，适合引发点击。
ZSLB-16.jpg,13.75,矮塌鼻设计思路～,注射鼻,是,否,60,50,70,40,80,20,75,60,85,0,50,70,80,鼻部设计 / 医美 / 注射 / 美容 / 整形 / 鼻子 / 效果图 / 设计思路,封面标题吸引人，面部特征明显，整体清晰度高，适合引发点击。
LB-01.jpg,16.51,妈生幼态感 | 直鼻微翘微起伏！,手术隆鼻/直鼻微翘妈生鼻,是,否,70,60,75,40,80,30,85,70,75,0,60,80,90,隆鼻 / 微整形 / 美容 / 医美 / 直鼻 / 面部 / 年轻 / 手术,封面展示了医生与顾客的互动，强调了手术的专业性和效果，吸引点击。
LB-02.jpg,8.25,自然立体鼻设计，提升面部轮廓感！,手术隆鼻/自然立体鼻,是,否,70,60,50,40,80,30,70,60,75,0,50,65,80,隆鼻 / 自然 / 面部轮廓 / 医美 / 美容 / 手术 / 设计 / 提升,封面展示了自然立体鼻设计，吸引用户关注面部轮廓提升。
LB-03.jpg,10.41,直鼻微翘+盒型鼻头，人生鼻子！,手术隆鼻/直鼻微翘,是,否,70,50,80,30,85,20,90,60,75,0,40,85,90,隆鼻 / 微翘 / 美容 / 手术 / 鼻子 / 美丽 / 整形 / 医美,封面展示了清晰的侧脸，突出鼻部特征，标题吸引眼球，适合点击。
LB-04.jpg,9.09,/,手术隆鼻/鼻综合/自然驼峰鼻,是,否,70,60,75,50,80,30,85,60,75,0,65,80,70,隆鼻 / 自然 / 美容 / 手术 / 鼻综合 / 微整形 / 效果 / 美丽,封面展示了自然的鼻部特征，吸引点击的潜力较高。
LB-05.jpg,7.1,成都原相机妈生鼻，无惧揉捏！超绝审美！,手术隆鼻/妈生鼻,是,否,70,60,75,50,85,40,80,60,90,0,70,75,80,隆鼻 / 妈生鼻 / 审美 / 成都 / 医美 / 美容 / 手术 / 无惧,封面标题吸引眼球，情感张力强，适合引发点击。
LB-06.jpg,12.1,这鼻子谁看了不说一句绝美！,手术隆鼻/直鼻微翘,是,否,70,60,80,30,85,40,90,60,75,0,65,85,70,隆鼻 / 微整形 / 美容 / 绝美 / 手术 / 直鼻 / 面部 / 医美,封面展示了清晰的面部特征和吸引人的标题，具有较强的点击潜力。
LB-07.jpg,12.7,鼻修复，这次要逆袭上镜男主角！,手术隆鼻/鼻修复/网感鼻,是,否,70,50,80,30,85,40,90,60,75,0,65,85,80,鼻修复 / 隆鼻 / 男主角 / 网感 / 医美 / 逆袭 / 手术 / 美容,封面突出男主角的侧脸，标题吸引眼球，整体视觉效果清晰且具有吸引力。
LB-08.jpg,75.41,别眨眼👀，20秒感受鼻子有多重要,手术隆鼻,是,否,70,60,75,50,80,40,85,60,75,0,65,80,90,隆鼻 / 医美 / 美容 / 手术 / 鼻子 / 重要性 / 短视频 / 效果,封面通过清晰的面部特写和引人注目的标题吸引点击，强调鼻子的美学重要性。
LB-09.jpg,61.8,别眨眼👀，20秒感受鼻子有多重要,手术隆鼻,是,否,70,60,50,40,80,30,70,60,75,0,65,80,85,隆鼻 / 医美 / 美容 / 手术 / 鼻子 / 重要性 / 效果 / 快速,封面标题引人注目，强调鼻子的关键性，适合吸引点击。
LB-10.jpg,14.55,北京鼻子丨高山根棍感鼻+假体显形修复思路,手术隆鼻/假体修复,是,是,40,30,60,20,70,50,80,60,75,85,40,50,70,隆鼻 / 假体修复 / 美容 / 整形 / 高山根 / 鼻子 / 医美 / 效果对比,封面展示了明显的鼻部变化，吸引用户关注医美效果。
LB-11.jpg,26.15,自然款直鼻微翘👃肋骨鼻拉面中,手术隆鼻/直鼻微翘/肋骨鼻,是,否,70,60,50,40,80,20,70,60,75,0,50,65,80,隆鼻 / 微翘 / 自然款 / 肋骨鼻 / 美容 / 手术 / 医美 / 效果,封面展示了自然款隆鼻效果，吸引点击的标题和清晰的构图增强了吸引力。
LB-12.jpg,26.4,05年女大塌鼻+面中凹陷的正确do鼻思路！,手术隆鼻/面中凹陷,是,否,70,60,50,40,80,70,60,50,75,0,65,55,80,隆鼻 / 面部改善 / 医美 / 美容 / 手术 / 女性 / 效果 / 案例,封面标题吸引人，具有较强的点击潜力，但缺乏前后对比图。
LB-13.jpg,21.66,鼻骨歪斜+短鼻露鼻孔丨第一天查房+感受,手术隆鼻,是,是,70,60,75,40,80,50,85,70,75,80,65,70,80,隆鼻 / 整形 / 医疗 / 美容 / 鼻子 / 术后 / 恢复 / 案例,封面展示了术后效果，吸引关注和讨论，标题引人入胜。
LB-14.jpg,24.15,低山根直鼻+清冷感可以申请当你的模板嘛,手术隆鼻/低山根直鼻,是,否,60,40,70,20,75,30,80,50,70,0,60,75,80,隆鼻 / 低山根 / 清冷感 / 美容 / 手术 / 模板 / 面部 / 医美,封面标题吸引人，主体突出，整体清晰度高，适合引发点击。
LB-15.jpg,19.92,姐妹们，北京7w的鼻综合我先冲了！,手术隆鼻/鼻综合,是,是,70,60,75,50,80,60,85,70,75,80,65,70,80,鼻综合 / 手术 / 医美 / 北京 / 姐妹们 / 美容 / 变美 / 术后,封面展示了手术过程，吸引关注，标题引发好奇心，适合点击。
LB-16.jpg,6.86,大鼻头缩小 别再傻傻只切鼻头了！,手术隆鼻/大鼻头缩小,是,是,70,60,75,50,80,40,85,70,75,80,65,70,90,隆鼻 / 大鼻头 / 手术 / 美容 / 整形 / 效果 / 前后对比 / 信任,封面具有较强的吸引力和清晰的主题，适合吸引点击。
LB-17.jpg,6.86,成都鼻修复|高级感 我的强项罢了,手术隆鼻,是,否,70,60,75,50,80,30,85,70,75,0,60,80,90,鼻修复 / 手术 / 美容 / 成都 / 高级感 / 医美 / 强项 / 效果,封面展示了清晰的面部特征和专业感，标题吸引人，适合医美领域。
LB-18.jpg,14.07,这个鼻子怎么回事？,手术隆鼻,是,否,30,20,50,10,70,10,60,40,65,0,50,70,80,隆鼻 / 手术 / 美容 / 鼻子 / 医美 / 整形 / 效果 / 咨询,封面展示了鼻子的侧面，标题引发好奇，适合吸引点击。
LB-19.jpg,16.02,binder综合症：无法和解的20年,手术隆鼻,是,否,70,60,50,40,80,30,70,60,75,0,65,80,85,医美 / 隆鼻 / binder综合症 / 美容 / 手术 / 面部 / 变化 / 信任,封面通过强烈的标题和清晰的面部特征吸引点击，情感张力适中。
LB-20.jpg,28.63,肋软骨钙化 还能do鼻吗？？,手术隆鼻/知识,是,否,70,60,80,40,85,50,70,60,80,0,75,65,70,肋软骨 / 隆鼻 / 医美 / 手术 / 知识 / 美容 / 面部 / 健康,封面标题引人关注，结合医学元素，具备较强的点击潜力。
LB-21.jpg,15,直鼻微翘微起伏，太美了吧！,手术隆鼻,是,否,70,60,80,30,85,40,90,60,75,0,50,85,90,隆鼻 / 微整形 / 美容 / 手术 / 美丽 / 鼻子 / 效果 / 变化,封面展示了清晰的侧脸特征，标题引人注目，适合吸引点击。
LB-22.jpg,15,上海鼻翼模板，4mm精致小巧👃.....,手术隆鼻,是,否,75,60,70,50,80,30,85,60,75,0,65,80,90,隆鼻 / 美容 / 手术 / 鼻翼 / 上海 / 精致 / 模板 / 护理,封面展示了清晰的面部特征和吸引人的标题，具有较高的点击潜力。
LB-23.jpg,15,男生微驼峰模版,手术隆鼻,是,否,70,60,50,40,80,20,70,60,75,0,50,65,80,男生 / 微驼峰 / 隆鼻 / 手术 / 美容 / 医美 / 效果 / 案例,封面展示了男生微驼峰的效果，标题吸引力强，适合医美类点击。
LB-24.jpg,15,大大的鼻孔也许小小的调整就能改善～～,手术隆鼻,是,否,70,60,80,30,75,40,85,70,80,0,60,75,85,隆鼻 / 手术 / 美容 / 调整 / 鼻孔 / 医美 / 效果 / 女性,封面展示了清晰的面部特征，标题引人关注，适合吸引点击。
LB-25.jpg,15,鼻子长期稳定的关键要看这三点…,手术隆鼻,是,否,75,60,70,40,80,50,70,85,75,0,60,80,90,隆鼻 / 医美 / 手术 / 美容 / 鼻子 / 稳定 / 技巧 / 专业,封面通过专业形象和清晰标题吸引点击，具备较强的医疗信任感。
LB-26.jpg,15,露鼻孔怎么办❓,手术隆鼻,是,是,70,60,80,30,85,40,90,70,80,90,60,75,85,隆鼻 / 手术 / 美容 / 鼻孔 / 整形 / 医美 / 效果 / 前后对比,封面清晰展示了手术效果，标题引人关注，适合吸引点击。
LB-27.jpg,15,直鼻微翘+微起伏👃,手术隆鼻,是,否,70,60,65,50,75,30,80,70,75,0,60,85,80,隆鼻 / 微整形 / 美容 / 手术 / 医美 / 直鼻 / 微翘 / 效果,封面清晰，标题吸引，适合引发点击兴趣。
LB-28.jpg,12,露鼻孔|鼻翼缘30分钟矫正,手术隆鼻,是,是,70,60,80,30,75,40,85,70,80,90,50,85,75,隆鼻 / 鼻翼 / 整形 / 美容 / 医美 / 矫正 / 效果 / 术后,封面清晰展示了鼻部特征，标题引人注目，适合吸引点击。
LB-29.jpg,15,拒绝露鼻孔 拒绝鼻翼缘退缩～,手术隆鼻,是,否,70,60,75,40,85,30,80,60,90,0,70,80,75,隆鼻 / 医美 / 美容 / 手术 / 鼻子 / 效果 / 变美 / 自信,封面通过强烈的标题和清晰的面部特写吸引点击，情感张力较高。
LB-30.jpg,15,直鼻微翘+微起伏👃可以申请当你的模版嘛,手术隆鼻,是,否,30,20,70,40,60,10,80,50,65,0,50,75,90,隆鼻 / 微整形 / 美容 / 手术 / 侧脸 / 效果 / 模板 / 美丽,封面展示了清晰的侧脸，突出手术效果，标题引发好奇心。
LB-31.jpg,15,女生大鼻子模板,手术隆鼻,是,是,70,60,80,50,75,20,85,70,80,90,60,75,80,隆鼻 / 整形 / 美容 / 手术 / 女生 / 前后对比 / 医美 / 鼻子,封面展示了明显的前后对比，吸引观众关注整形效果。
LB-32.jpg,15,大鼻头爆改思路｜猪猪女孩快来做功课～,手术隆鼻,是,否,70,60,75,40,85,50,80,70,90,0,65,80,75,隆鼻 / 医美 / 美容 / 手术 / 猪猪女孩 / 改造 / 美丽 / 变美,封面标题吸引人，突出手术主题，适合目标受众。
LB-33.jpg,15,告别大鼻子，原来只需要两步！！,手术隆鼻,是,否,70,60,75,50,80,40,70,60,75,0,65,80,70,隆鼻 / 医美 / 手术 / 美容 / 改变 / 效果 / 自信 / 美丽,封面标题吸引眼球，整体清晰度高，情感张力适中，适合吸引点击。
LB-34.jpg,15,鼻头大、鼻孔大的，就看这一篇！,手术隆鼻,是,否,70,60,75,50,80,30,85,70,75,0,60,80,90,隆鼻 / 手术 / 美容 / 鼻子 / 医美 / 整形 / 效果 / 案例,封面标题引人注目，主题突出，适合吸引对隆鼻感兴趣的用户。
LB-35.jpg,15,单纯软组织肥厚的大鼻头，不放材料解决思路,手术隆鼻,是,否,70,60,75,50,80,40,85,70,75,0,60,80,70,隆鼻 / 手术 / 美容 / 医美 / 大鼻头 / 软组织 / 解决方案 / 效果,封面标题引人注目，图像清晰，具有较高的情感张力和主题突出性。
LB-36.jpg,15,大鼻子女生,手术隆鼻,是,是,70,60,50,40,80,30,70,60,75,80,50,65,85,隆鼻 / 手术 / 美容 / 大鼻子 / 变化 / 效果 / 女生 / 前后对比,封面展示了明显的变化，标题吸引眼球，适合点击。
LB-37.jpg,15,鼻槛缺损断裂还能修吗？,手术隆鼻,是,否,60,40,50,30,70,80,60,50,75,0,65,55,70,隆鼻 / 手术 / 医疗 / 美容 / 鼻子 / 修复 / 缺损 / 整形,封面标题引人关注，具有一定的情感张力，适合吸引点击。
LB-38.jpg,15,鼻翼缩小，👃🏻真能小这么多？,手术隆鼻,是,是,70,60,75,40,80,30,85,70,75,80,60,90,85,鼻翼缩小 / 手术隆鼻 / 美容 / 医美 / 效果对比 / 面部 / 整形 / 前后对比,封面展示了明显的面部特征变化，标题引发好奇，适合吸引点击。
LB-39.jpg,15,OMG!没想到改善大鼻孔和鼻孔外漏这么简单！,手术隆鼻,是,否,70,60,75,50,85,40,80,70,90,0,60,80,75,隆鼻 / 医美 / 鼻孔 / 改善 / 手术 / 美容 / 整形 / 效果,封面展示了手术过程，标题引人注目，具有较强的点击潜力。
LB-40.jpg,15,露鼻孔,手术隆鼻,是,否,70,60,75,40,80,20,85,70,75,0,50,80,90,隆鼻 / 手术 / 美容 / 医美 / 鼻子 / 整形 / 效果 / 术后,封面展示了清晰的面部特征，标题引人注目，适合吸引点击。
LB-41.jpg,15,为什么双拱鼻头不会变形下旋❓,手术隆鼻,是,否,70,60,75,50,80,40,85,70,75,0,60,80,90,隆鼻 / 医美 / 双拱鼻头 / 手术 / 美容 / 效果 / 变形 / 信任,封面标题引人关注，视觉清晰，具备医疗信任感，适合吸引点击。
LB-42.jpg,15,只是缩了4mm...,手术隆鼻,是,否,70,60,50,40,80,30,70,60,75,0,50,65,80,隆鼻 / 手术 / 美容 / 效果 / 变化 / 日记 / 记录 / 分享,封面展示了手术后的效果，标题引发好奇，适合吸引点击。
LB-43.jpg,15,什么是三维优化内外联合缩鼻翼？,手术隆鼻,是,否,70,60,65,50,80,30,75,70,85,0,40,75,80,隆鼻 / 手术 / 美容 / 三维优化 / 缩鼻翼 / 医美 / 效果 / 专业,封面标题吸引人，图像清晰，具有一定的专业性和信任感。
LB-44.jpg,15,peek眉弓+8mm鼻基底，美学要点与沟通技巧,手术隆鼻,是,是,70,60,75,50,80,40,85,70,75,80,60,70,85,隆鼻 / 美学 / 沟通技巧 / 手术 / 美容 / 眉弓 / 鼻基底 / 效果,封面通过清晰的标题和视觉对比吸引点击，强调手术效果和专业性。
LB-45.jpg,15,鼻尖顶白了，可以只修复鼻头吗？,手术隆鼻,是,否,70,60,75,50,80,40,70,60,75,0,65,80,85,隆鼻 / 鼻头修复 / 医美 / 美容 / 手术 / 鼻尖 / 整形 / 咨询,封面标题引人关注，清晰的主题和较高的可读性有助于提升点击率。
LB-46.jpg,13,缩鼻翼模版｜“扁塌鼻”终于🈶调整思路啦～,手术隆鼻,是,否,70,60,75,40,80,30,85,70,75,0,60,80,90,缩鼻翼 / 手术隆鼻 / 美容 / 医美 / 调整思路 / 扁塌鼻 / 面部 / 效果,封面展示了专业的医疗环境，标题引人注目，适合吸引点击。
LB-47.jpg,15,皮肤厚软组织多，无材料大鼻头缩小解决思路,手术隆鼻,是,否,70,60,80,50,75,85,90,70,80,0,60,75,90,隆鼻 / 手术 / 美容 / 皮肤 / 鼻头 / 整形 / 医美 / 效果,封面清晰，标题吸引，强调手术效果，适合点击
LB-48.jpg,15,直鼻微翘微驼峰，自然、原生、灵动！,手术隆鼻,是,否,40,30,70,20,80,60,75,50,85,0,40,65,70,隆鼻 / 微整形 / 自然美 / 手术 / 美容 / 面部 / 医美 / 效果,封面展示了微整形效果，标题吸引人，适合点击。
LB-49.jpg,12,再也不怕大鼻孔大鼻头了，拒绝露鼻孔❗️,手术隆鼻,是,否,70,60,75,50,85,40,80,70,90,0,65,80,75,隆鼻 / 医美 / 美容 / 手术 / 大鼻孔 / 面部 / 女性 / 咨询,封面通过强烈的标题和清晰的面部特写吸引点击，情感张力适中。
LB-50.jpg,15,大鼻头宽鼻翼改善思路～,手术隆鼻,是,否,60,50,40,30,70,20,60,50,65,0,40,50,70,隆鼻 / 医美 / 美容 / 手术 / 改善 / 鼻子 / 效果 / 案例,封面标题吸引人，具有一定的情感张力，但缺乏明显的前后对比效果。
LB-51.jpg,15,滑行皮瓣缩鼻翼跟传统鼻翼内外切有什么区别,手术隆鼻,是,否,70,60,80,50,85,40,75,70,80,0,60,75,85,隆鼻 / 手术 / 美容 / 鼻翼 / 医美 / 对比 / 皮瓣 / 传统,封面标题引人注目，具有较强的对比性和专业感，适合吸引点击。
LB-52.jpg,15,-,手术隆鼻,否,否,70,60,80,50,40,10,70,80,50,0,30,75,90,手术 / 隆鼻 / 医美 / 美容 / 整形 / 医生 / 专业 / 效果,封面展示了专业的医疗环境，传达出信任感，但缺乏人脸和对比效果，可能影响点击率。
LB-53.jpg,12,do鼻支架该如何选择？,手术隆鼻,是,是,75,60,80,30,85,40,70,65,80,75,50,85,90,隆鼻 / 鼻支架 / 手术 / 美容 / 选择 / 医美 / 咨询 / 效果,封面清晰且标题吸引，适合引发点击兴趣。
LB-54.jpg,15,鼻模版之直鼻微翘,手术隆鼻,否,否,70,60,75,40,80,60,50,70,85,0,50,65,75,隆鼻 / 微整形 / 美容 / 手术 / 鼻子 / 医美 / 效果 / 模板,封面标题吸引人，具有较强的点击潜力，但缺乏人脸和前后对比图。
LB-55.jpg,15,当你do到了妈生鼻的精髓！！,手术隆鼻,是,否,60,50,70,30,80,40,70,60,75,0,50,65,80,隆鼻 / 手术 / 美容 / 医美 / 效果 / 鼻子 / 变美 / 整形,封面标题吸引眼球，具有较强的点击潜力，但缺乏前后对比效果。
LB-56.jpg,15,关注老宫6年的粉丝从山东过来面诊,手术隆鼻,是,否,75,60,70,50,80,40,70,85,75,0,60,80,90,医美 / 隆鼻 / 面诊 / 山东 / 粉丝 / 信任 / 医生 / 情感,封面通过医生的微笑和信任感吸引观众，标题引发关注和情感共鸣。
LB-57.jpg,12,在上海do到了妈生鼻的精髓……,手术隆鼻,是,是,70,50,60,30,80,20,70,60,75,80,40,65,75,隆鼻 / 手术 / 美容 / 医美 / 上海 / 效果 / 前后对比 / 面部,封面展示了明显的前后对比，标题引人注目，适合吸引点击。
LB-58.jpg,15,怪不得说鼻子是五官之首,手术隆鼻,是,否,70,60,50,40,80,30,70,50,75,0,65,60,80,隆鼻 / 医美 / 美容 / 整形 / 鼻子 / 手术 / 效果 / 前后对比,封面标题引人注目，情感张力较强，适合吸引点击。
LB-59.jpg,15,重度露鼻孔|调整思路|鼻翼缘矫正,手术隆鼻,是,否,60,50,70,30,80,60,90,70,75,0,50,80,85,隆鼻 / 鼻翼 / 整形 / 美容 / 手术 / 调整 / 医美 / 效果,封面标题引人注目，主体突出，具有较强的医疗信任感。
LB-60.jpg,15,鼻翼宽鼻头大终于🈶调整思路啦❗️,手术隆鼻,是,是,70,60,80,50,75,40,85,60,70,90,65,80,75,隆鼻 / 手术 / 美容 / 调整 / 鼻翼 / 鼻头 / 效果 / 前后对比,封面展示了明显的前后对比，吸引用户点击了解手术效果。
LB-61.jpg,15,当你do到了妈生鼻的精髓美学设计！！,手术隆鼻,是,是,70,60,75,40,80,50,85,70,75,80,60,65,70,隆鼻 / 美学 / 手术 / 美容 / 设计 / 效果 / 前后对比 / 鼻子,封面展示了明显的前后对比，吸引用户点击了解手术效果。
LB-62.jpg,15,缩鼻翼5mm模版｜“扁塌鼻”终于🈶调整思路了❗️,手术隆鼻,是,是,70,60,75,50,80,40,85,70,75,90,60,80,85,隆鼻 / 整形 / 美容 / 鼻子 / 手术 / 前后对比 / 医美 / 调整,封面展示了明显的前后对比，吸引观众关注手术效果。
LB-63.jpg,11,直鼻微翘｜妈生鼻到天花板审美思路！！,手术隆鼻,是,否,70,60,50,40,80,20,70,60,75,0,65,75,80,隆鼻 / 微整形 / 美容 / 手术 / 鼻子 / 审美 / 医美 / 效果,封面标题吸引人，面部特征明显，适合引发点击
LB-64.jpg,15,这就是妈生鼻的精髓吗❓,手术隆鼻,是,否,70,60,50,40,80,20,70,60,75,0,50,65,80,隆鼻 / 医美 / 美容 / 手术 / 效果 / 面部 / 护理 / 变美,封面具有较强的标题吸引力和清晰的主题，适合引发点击。
LB-65.jpg,15,6种缩鼻翼方式，看看您适合哪种,手术隆鼻,是,否,70,60,80,30,85,50,75,90,80,0,40,85,90,缩鼻翼 / 手术 / 美容 / 医美 / 选择 / 方式 / 鼻子 / 整形,封面标题吸引人，医疗信任感强，适合点击
LB-66.jpg,11.07,以前和现在，这算成功逆袭了吗？,手术隆鼻,是,是,70,60,50,40,80,30,70,60,75,80,65,70,85,隆鼻 / 逆袭 / 成功 / 美容 / 手术 / 前后对比 / 医美 / 变化,封面展示了明显的前后对比，标题引发好奇心，适合吸引点击。
LB-67.jpg,7.16,歪鼻修复，立体骨相鼻👃,手术隆鼻,是,是,70,60,75,50,80,30,85,70,75,90,60,80,85,鼻子 / 修复 / 手术 / 美容 / 整形 / 对比 / 效果 / 医美,封面展示了明显的前后对比，吸引用户点击了解修复效果。
LB-68.jpg,9.55,当凹面脸决定去do鼻……..,手术隆鼻,是,是,70,60,75,50,80,30,85,60,75,80,65,70,90,隆鼻 / 医美 / 美容 / 手术 / 前后对比 / 脸型 / 效果 / 信任,封面展示了明显的前后对比，吸引观众关注手术效果。
LB-69.jpg,9.81,鼻子太影响颜值了…,手术隆鼻,是,否,70,60,50,40,80,30,70,60,75,0,65,80,70,隆鼻 / 医美 / 美容 / 颜值 / 手术 / 效果 / 改变 / 自信,封面标题引人注目，情感张力较强，适合吸引点击。
LB-70.jpg,8.99,面中拉出4mm的直鼻微翘！！！,手术隆鼻,是,否,70,60,80,30,85,20,75,60,80,0,50,90,85,隆鼻 / 微整形 / 美容 / 手术 / 直鼻 / 面部 / 效果 / 美丽,封面展示了清晰的面部特征，标题吸引眼球，适合吸引点击。
LB-71.jpg,10.63,原来do鼻真的可以换头！！,手术隆鼻,是,是,70,60,80,50,90,30,85,75,85,90,70,80,75,隆鼻 / 手术 / 美容 / 前后对比 / 医美 / 效果 / 换头 / 真实案例,封面展示了明显的前后对比，标题引人注目，具有较强的点击吸引力。
LB-72.jpg,8.33,第一次这么直观😭原相机下真的好自然,手术隆鼻,是,否,70,60,65,50,75,30,80,70,75,0,60,75,80,隆鼻 / 医美 / 自然 / 手术 / 效果 / 直观 / 相机 / 第一次,封面展示了医美手术的自然效果，标题引发好奇，适合吸引点击。
LB-73.jpg,7.61,当你面中凹陷决定去do鼻！,手术隆鼻,是,否,75,60,70,50,80,30,85,60,75,0,65,80,90,隆鼻 / 医美 / 美容 / 手术 / 面部 / 自信 / 变化 / 年轻,封面展示了清晰的面部特征，标题引发好奇，适合吸引点击。
LB-74.jpg,16.49,直鼻微翘微起伏👃～,手术隆鼻,是,否,70,60,50,40,80,20,70,60,75,0,50,65,80,隆鼻 / 微整形 / 美容 / 手术 / 直鼻 / 微翘 / 美丽 / 自信,封面展示了微整形的效果，标题吸引人，适合引发点击。
LB-75.jpg,10.5,再也不用为这个月亮脸自卑了！！,手术隆鼻,是,是,70,60,80,50,85,30,90,75,80,90,70,85,90,隆鼻 / 手术 / 美容 / 自信 / 面部改善 / 前后对比 / 医美 / 月亮脸,封面展示了明显的前后对比，吸引观众关注改善效果。
LB-76.jpg,17.25,论普女do完鼻子改变有多大,手术隆鼻,是,否,60,50,70,40,80,30,70,60,75,0,50,80,70,隆鼻 / 医美 / 改变 / 普女 / 美容 / 手术 / 面部 / 效果,封面展示了面部特征，标题引人关注，适合吸引点击。
LB-77.jpg,9.3,幼态妈生鼻真的好喜欢…,手术隆鼻,是,否,70,60,75,50,80,20,85,60,75,0,65,80,90,隆鼻 / 医美 / 美容 / 年轻 / 效果 / 自信 / 面部 / 变化,封面展示了清晰的面部特征，标题引人注目，适合吸引点击。
